C0000727  Abdomen, Acute
C2116417  tingling of middle finger of left hand
C2116418  tingling of ring and little fingers of left hand (symptom)
C2116419  tingling of ring finger of left hand (symptom)
C2116420  tingling of left shoulder
C2116421  tingling of left thumb (symptom)
C2116422  tingling of thumb and index finger of left hand (symptom)
C2116423  tingling of lower lip (symptom)
C2116424  tingling of medial aspect of left ankle (symptom)
C2116425  tingling of medial aspect of left ankle into arch
C2116426  tingling of medial aspect of right ankle (symptom)
C2116427  tingling of medial aspect of right ankle into arch
C2116428  tingling of outer aspect of both arms
C2116429  tingling of outer aspect of left arm
C2116430  tingling of outer aspect of left lower leg (symptom)
C2116431  tingling of outer aspect of left thigh
C2116432  tingling of outer aspect of right arm (symptom)
C2116433  tingling of outer aspect of right lower leg (symptom)
C2116434  tingling of outer aspect of right thigh (symptom)
C2116435  tingling of right ankle
C2116436  tingling of right arm (symptom)
C2116437  tingling of right buttock
C2116438  tingling of right cheek
C2116439  tingling of right foot only
C2116440  tingling of right forearm
C2116441  tingling of dorsum of right forearm (symptom)
C2116442  tingling of inner aspect of right forearm
C2116443  tingling of outer aspect of right forearm (symptom)
C2116444  tingling of volar aspect of right forearm (symptom)
C2116445  tingling of right groin (symptom)
C2116446  tingling of index finger of right hand (symptom)
C2116447  tingling of right leg
C2116448  tingling of little finger of right hand (symptom)
C2116449  tingling of middle finger of right hand (symptom)
C2116450  tingling of ring and little fingers of right hand (symptom)
C2116451  tingling of ring finger of right hand
C2116452  tingling of right shoulder (symptom)
C2116453  tingling of thumb and index finger of right hand
C2116454  tingling of right thumb
C2116455  tingling of thumb, index and middle fingers of right hand (symptom)
C2116456  tingling of tongue on both sides
C2116457  tingling of tongue on left side (symptom)
C2116458  tingling of tongue on right side (symptom)
C2116459  tingling of upper lip (symptom)
C2116460  tingling of toes
C2116461  tingling of toes of both feet
C2116462  tingling of toes of left foot (symptom)
C2116463  tingling of toes of right foot (symptom)
C2116464  tingling on both buttocks
C2116465  tingling on one entire side of face (symptom)
C2116466  tingling of back of left hand (symptom)
C2116467  tingling of back of right hand (symptom)
C2116468  left-sided hemifacial tingling
C2116469  right-sided hemifacial tingling
C2116470  tingling of left shin (symptom)
C2116471  tingling of front of right thigh
C2116472  tingling of inner aspect of both arms
C2116473  tingling of inner aspect of left thigh
C2116474  tingling of inner aspect of right arm
C2116475  tingling of sole of left foot (symptom)
C2116476  tingling of sole of right foot (symptom)
C2116477  tingling of top of left foot
C2116478  tingling of top of right foot
C2116479  tingling started with legs and progressed upward
C2116483  tinnitus occurring
C2116485  tinny sound in ears
C2116487  tiring easily relieved by rest (symptom)
C2126012  belching after meals (symptom)
C2126013  belching from excessive swallowing of air (symptom)
C2126014  belching after rapid ingestion of food
C2126015  belching after drinking carbonated beverages (symptom)
C2126016  belching after excessive drinking of carbonated beverages
C2126017  burping accompanied by abdominal bloating
C2126022  abdominal swelling relieved by
C2126023  abdominal swelling relieved by passing gas
C2126024  abdominal swelling relieved by bowel movement
C2126025  abdominal swelling relieved by vomiting (symptom)
C2126026  abdominal swelling relieved by urination
C2126037  excessive gas worsened
C2126038  excessive gas worsened by dairy products (symptom)
C2126039  excessive gas worsened by fruits and vegetables
C2126040  excessive gas occurs after
C2126041  excessive gas after chewing gum
C2126042  excessive gas after swallowing air (symptom)
C2126043  excessive gas after rapid eating (symptom)
C2126049  rectal pain accompanied by bleeding (symptom)
C2126050  rectal pain accompanied by discharge of pus (symptom)
C2126051  rectal pain worsens during bowel movements
C2126052  rectal pain worsens with acidic foods (symptom)
C2126053  rectal pain after anal sex
C2126054  rectal sore with bleeding (symptom)
C2126055  rectal sore after hard bowel movement (symptom)
C2126073  blurry vision right
C2126074  blurred vision in left eye
C2126075  blurred vision in both eyes
C2126076  lower back pain worse with standing
C2126077  lower back pain worse with walking
C2126089  weak grip (symptom)
C2126090  fainting while straining (symptom)
C2126115  fainting with exercise (symptom)
C2126117  fainting followed by prolonged sleepiness (symptom)
C2126118  feelings of weakness on exertion (symptom)
C2126128  intermittent tinnitus
C2126129  constant ringing in the ears
C2126137  nosebleeds after nosepicking
C2126177  numbness on palm of right hand (symptom)
C2126178  numbness on palm of left hand
C2126180  anal pain accompanied by bleeding (symptom)
C2126181  anal pain accompanied by discharge of pus
C2126182  anal pain worse with bowel movements
C2126183  anal pain worsens with acidic foods
C2126184  anal pain after anal sex (symptom)
C2126197  numbness of toes of right foot
C2126198  numbness of right third and fourth toes (symptom)
C2126199  numbness of toes of left foot (symptom)
C2126200  numbness of left third and fourth toes (symptom)
C2126201  numbness of toes of both feet
C2126202  anesthesia in the toes
C2126223  constant anal pain (symptom)
C2126224  intermittent anal pain (symptom)
C2126225  constant rectal pain (symptom)
C2126226  intermittent rectal pain (symptom)
C2126262  a pimple as symptom
C2126267  multiple sores on skin (symptom)
C2126268  skin: multiple crusts [as symptom]
C2126366  skin crust: red [as symptom]
C2126367  red skin crust blanches with pressure [as symptom]
C2126368  skin crust: yellow [as symptom]
C2126369  amber-colored skin crust
C2126370  skin crust: black [as symptom]
C2126371  skin crust: brown [as symptom]
C2126425  neck pain increased by eating (symptom)
C2126929  burning sensation between third and fourth toes of right foot (symptom)
C2126930  burning sensation between third and fourth toes of left foot (symptom)
C2126934  abdominal pain relieved by not eating
C2126935  worsening distance and near vision (symptom)
C2126936  worsening peripheral vision in upper visual fields
C2126937  worsening peripheral vision lower
C2126938  worsening peripheral vision in nasal visual fields (symptom)
C2126939  worsening peripheral vision temporal
C2126940  worsening vision sustained
C2126941  worsening vision gradual onset (symptom)
C2126942  scotoma tracks eye movement
C2126943  floaters clear with blinking or rubbing eyes
C2126944  scotoma in the upper field of view
C2126945  scotoma in the lower field of vision
C2126946  foggy vision in right eye (symptom)
C2126947  foggy vision in left eye
C2126948  foggy vision in both eyes
C2126949  foggy central vision
C2126950  foggy vision in peripheral field of vision
C2126951  foggy vision goes away with blinking or rubbing eyes
C2126952  foggy vision worse in morning
C2126953  foggy vision worse in AM improves during the day
C2126954  foggy vision for distant objects (symptom)
C2126955  foggy vision for near objects
C2126956  white or light spots in field of vision (symptom)
C2126975  seeing more than two images (symptom)
C2126984  retro-orbital pain in both eyes
C2126993  bilateral parietal headache
C2126995  restless movements during sleep
C2127013  skin lesion on skin of lip
C2127014  skin lesion on vermilion border of lip
C2127100  fever started insidiously (symptom)
C2127118  hemiparesis not affecting the face
C2127119  worsening nearsightedness making driving difficult
C2127125  neck pain radiating down right arm
C2127126  neck pain radiating down left arm (symptom)
C2127127  neck pain radiating down both arms
C2127128  neck pain radiating to right shoulder (symptom)
C2127129  neck pain radiating to left shoulder
C2127130  neck pain radiating to both shoulders (symptom)
C2127134  abdominal pain initiated or exacerbated by food rich in dairy fat
C2127140  burning sensation in front of right thigh (symptom)
C2127141  burning sensation in back of right thigh (symptom)
C2127142  burning sensation in left thigh
C2127143  burning sensation in front of left thigh (symptom)
C2127144  burning sensation in left inner thigh
C2127145  burning sensation in left groin
C2127146  burning sensation in left outer thigh (symptom)
C2127147  burning sensation in back of left thigh (symptom)
C2127148  worsening vision in both eyes (symptom)
C2127153  worsening central vision right
C2127154  worsening central vision in left eye (symptom)
C2127155  worsening central vision in both eyes (symptom)
C2127156  weak right hand grip
C2127157  weak left hand grip
C2127161  objects elongated
C2127162  unilateral macropsia
C2127163  macropsia in right eye (symptom)
C2127164  objects appear larger than normal in left eye
C2127165  worsening nearsightedness in right eye
C2127166  worsening distance vision left
C2127167  worsening distance vision in both eyes
C2127168  worsening near vision in right eye (symptom)
C2127169  worsening near vision in left eye (symptom)
C2127170  worsening near vision in both eyes (symptom)
C2127171  worsening distance and near vision right
C2127172  worsening distance and near vision left
C2127173  worsening distance and near vision binocular
C2127174  worsening vision after prescription change right
C2127175  worsening vision started after prescription change left
C2127176  worsening vision started after prescription change binocular
C2127227  muscle cramps in thigh occur at night (symptom)
C2127228  thigh muscle cramps precipitated by exercise
C2127229  muscle cramps in thigh especially in cold weather
C2127230  muscle cramps in calf occur at night (symptom)
C2127231  muscle cramps in the calf precipitated by exercise
C2127232  muscle cramps in calf especially in cold weather
C2127233  muscle cramps in feet occur at night
C2127234  muscle cramps in the feet precipitated by exercise
C2127235  muscle cramps in feet especially in cold weather
C2127241  craving ice chips (symptom)
C2127242  craving lettuce (symptom)
C2127282  neck stiffness worst during first hour after arising (symptom)
C2127291  fainting preceded by sudden horrifying experience (symptom)
C2127292  fainting preceded by seeing blood (symptom)
C2127293  fainting preceded by seeing an animal
C2127294  fainting preceded by seeing a spider (symptom)
C2127295  fainting preceded by seeing a snake (symptom)
C2127296  fainting preceded by seeing a mouse (symptom)
C2127298  weak grip in both hands
C2127304  bilateral ocular pruritus
C2127305  bitter taste in mouth (symptom)
C2127312  vision worse in morning (symptom)
C2127314  foreign body sensation in right eye (symptom)
C2127315  foreign body sensation in left eye (symptom)
C2127316  foreign body sensation binocular
C2127383  visual distortion in right eye
C2127384  visual distortion in left eye
C2127385  distorted visual images in both eyes
C2127386  objects elongated in right eye
C2127387  objects elongated in left eye (symptom)
C2127388  objects elongated in both eyes (symptom)
C2127404  extreme overeating at night
C2127405  numbness of right forearm (symptom)
C2127406  numbness of inner aspect of right forearm
C2127407  numbness of outer aspect of right forearm
C2127408  numbness of left forearm (symptom)
C2127409  numbness of inner aspect of left forearm
C2127410  numbness of outer aspect of left forearm (symptom)
C2127411  numbness of both forearms
C2127412  numbness of inner aspect of both forearms (symptom)
C2127413  numbness of outer aspect of both forearms (symptom)
C2127414  the sense of smell is suddenly unpleasant
C2127415  right corner of mouth droops with eye closure weakness
C2127416  left corner of mouth droops with eye closure weakness (symptom)
C2127417  corner of mouth droops on both sides with eye closure weakness (symptom)
C2127422  nonmoving limbs as symptom
C2127423  limb paralysis which started suddenly
C2127424  limb paralysis which started suddenly after a starchy meal (symptom)
C2127425  transient limb paralysis with intense emotions (cataplexy)
C2127426  limb paralysis when falling asleep or awakening
C2127427  limb paralysis when falling asleep
C2127428  limb paralysis when awakening (symptom)
C2127429  recurrent limb paralysis
C2127431  right hand paralysis
C2127432  left hand paralysis
C2127433  bilateral hand paralysis
C2127434  nonmoving limbs affecting both legs
C2127436  limb paralysis which started with legs and progressed upward (symptom)
C2127442  right-sided facial pain (symptom)
C2127443  left facial pain
C2127471  lower back pain radiating to legs when walking
C2127509  weakness in right index finger (symptom)
C2127510  weakness in right middle finger (symptom)
C2127511  weakness in right ring finger
C2127512  weakness in right little finger (symptom)
C2127514  weakness in left index finger (symptom)
C2127515  weakness in left middle finger
C2127516  weakness in left ring finger (symptom)
C2127517  weakness in left little finger (symptom)
C2127521  weakness in both wrists (symptom)
C2127696  lower back pain radiating to the legs worse on right
C2127697  lower back pain radiating to the legs worse on left
C2128139  numbness of forearm (symptom)
C2128149  neck stiffness especially in the morning and evening
C2128150  neck pain increased by bending head backward
C2128151  neck pain increased by bending head forward
C2128152  neck pain increased by turning head
C2128153  factors relieving neck pain (symptom)
C2128154  neck pain relieved by bending head forward (symptom)
C2128161  lower back pain worse with bending forward
C2128162  lower back pain worsens with bending backward
C2128163  lower back pain worsens with bending to right (symptom)
C2128164  lower back pain worsens with bending to left (symptom)
C2128165  lower back pain worse with turning
C2128189  unrelenting neck pain (symptom)
C2128196  lower back pain unrelenting
C2128200  repeated muscle twitches rapid onset (symptom)
C2128227  lower back pain difficult to localize
C2128230  loss of skin lines (symptom)
C2128231  loss of skin lines on back of hand (symptom)
C2128232  loss of skin lines on forearm
C2128233  numbness of right side of chin (symptom)
C2128234  numbness of left side of chin (symptom)
C2128235  numbness of both sides of chin
C2128236  numbness of upper lip (symptom)
C2128237  numbness of lower lip (symptom)
C2128259  upper arm is blue
C2128260  cyanosis of right arm
C2128261  cyanosis of left arm
C2128262  both arms (upper) are blue (cyanosis)
C2128264  decreased pinch strength (symptom)
C2128316  dull or aching groin pain (symptom)
C2128326  lower back pain shocklike sensation
C2128327  shocklike sensation from lower back to right foot (symptom)
C2128328  shocklike sensation from lower back to left foot
C2128352  difficulty walking on uneven surfaces
C2128487  burning sensation in ankle
C2128488  burning sensation in medial aspect of right ankle (symptom)
C2128489  burning sensation in medial aspect of right ankle into arch (symptom)
C2128490  burning sensation in left ankle
C2128491  burning sensation in medial aspect of left ankle
C2128492  burning sensation in medial aspect of left ankle into arch
C2128493  neck stiffness loosens after ordinary movements (symptom)
C2128494  walking stooped over (symptom)
C2128495  neck pain radiating down right arm relieved by putting hand on head (symptom)
C2128496  neck pain radiating down left arm relieved by putting hand on head
C2128497  lower back pain worse with straining during bowel movement
C2128498  tripping easily
C2128499  tripping easily with right foot (symptom)
C2128500  tripping easily with left foot
C2128501  tripping easily with both feet (symptom)
C2128502  difficulty with fine manipulative tasks
C2128503  difficulty with knitting (symptom)
C2128504  lower back pain causing difficulty standing erect (symptom)
C2128505  lower back pain relieved frequent position changes (sitting)
C2128506  lower back pain worsens
C2128507  lower back pain worse with stooping
C2128508  lower back pain worsens with lifting (___ lbs)
C2128509  lower back pain relieved by
C2128510  lower back pain causing difficulty finding a comfortable position
C2128511  lower back pain relieved by lying down on the back with a pillow under the knees
C2128513  weak hand grip when lifting heavy objects
C2128514  weak hand grip when lifting light objects
C2128518  lower back pain causing inability to sleep
C2128519  neck pain causing inability to sleep
C2128520  limb weakness started w/ head progressed symmetrically down
C2128522  burning pain in eye (symptom)
C2128524  rubbing of clothing is uncomfortable
C2128530  lower back pain worse with sitting
C2128531  lower back pain worsens with sitting in car (symptom)
C2128532  lower back pain relieved by sitting
C2128533  lower back pain relieved by standing (symptom)
C2128534  lower back pain relieved by movement walking
C2128535  lower back pain worsens when putting on shoes (symptom)
C2128536  lower back pain worsens when putting on right shoe
C2128537  lower back pain worsens when putting on left shoe
C2128538  lower back pain worsens when putting on both shoes
C2128539  lower back pain radiating to anterior thigh (symptom)
C2128540  lower back pain radiating to the anterior right thigh
C2128541  lower back pain radiating to the anterior left thigh
C2128542  lower back pain radiating to knee
C2128543  lower back pain radiating to the right knee
C2128544  lower back pain radiating to the left knee
C2128545  lower back pain radiating to posterior leg (symptom)
C2128546  lower back pain radiating to posterior right leg
C2128547  lower back pain radiating to the right ankle
C2128548  lower back pain radiating to posterior left leg (symptom)
C2128549  lower back pain radiating to the left ankle
C2128550  lower back pain radiating to the right foot
C2128551  lower back pain radiating to the left foot
C2128552  lower back pain radiating to the medial right foot
C2128553  lower back pain radiating to the lateral right foot
C2128554  lower back pain radiating to the medial left foot
C2128555  lower back pain radiating to the lateral left foot
C2128556  numbness from waist down to anterior thigh
C2128557  numbness from the waist down to the anterior right thigh
C2128558  numbness from the waist down to the anterior left thigh
C2128559  numbness from waist down to knee (symptom)
C2128560  numbness from the waist down to the right knee
C2128561  numbness from the waist down to the left knee
C2128562  numbness from waist down to posterior leg (symptom)
C2128563  numbness from the waist down to the posterior right leg
C2128564  numbness from the waist down to the posterior left leg
C2128565  numbness from waist down posterior right leg to ankle
C2128566  numbness from waist down posterior right leg to foot (symptom)
C2128567  numbness from waist down posterior right leg to medial foot
C2128568  numbness from waist down posterior right leg to lateral foot
C2128569  numbness from waist down posterior left leg to ankle
C2128570  numbness from waist down posterior left leg to foot
C2128571  numbness from waist down posterior left leg to medial foot (symptom)
C2128572  numbness from waist down posterior left leg to lateral foot (symptom)
C2128573  intermittent numbness from the waist down
C2128574  continuous numbness from waist down
C2128575  weakness in leg after walking (symptom)
C2128576  weakness in leg after prolonged standing (symptom)
C2128577  lower back pain relieved by leaning forward
C2128589  foot turns out while walking (symptom)
C2128590  right foot turns out while walking
C2128591  left foot turns out while walking (symptom)
C2128592  both feet turn out while walking
C2128593  foot turned in while walking (symptom)
C2128594  right foot turned in while walking (symptom)
C2128595  left foot turned in while walking
C2128596  both feet turned in while walking (symptom)
C2128598  limping after playing sports (symptom)
C2128628  limping worse in morning
C2128629  limping worse in evening
C2128636  neck muscle tightness on the right
C2128637  tightness of neck muscle on left side
C2128638  limping goes away in 1-2 weeks (symptom)
C2128639  limping goes away in 1-2 weeks does not recur
C2128640  lower back pain after sleeping on back a few hours
C2128643  uses technique for pain control (symptom)
C2128644  uses rest to control pain
C2128645  uses medication for pain control
C2128646  uses position change for pain control
C2128647  uses music for pain control (symptom)
C2128648  uses biofeedback for pain control
C2128649  uses happy thoughts for pain control
C2128817  skin: a single crust [as symptom]
C2128824  lower back pain disproportionate to injury
C2128827  anxious on a daily basis
C2128837  violent behavior with objects (symptom)
C2128838  violent behavior with a weapon (symptom)
C2128839  infantile behavior (symptom)
C2128958  middle-night awakening with choking sensation (symptom)
C2128959  middle-night awakening with dry mouth (symptom)
C2128960  middle-night awakening with sore throat (symptom)
C2128961  middle-night awakening with headache (symptom)
C2129019  pain control techniques distraction
C2129020  pain control techniques progressive muscle relaxation
C2129021  uses hypnosis to control pain
C2129022  uses positive thinking for pain control (symptom)
C2129031  testicular pain right
C2129032  left testicular pain
C2129033  bilateral testicular pain
C2129049  scrotal lesion crusted
C2129103  number of multiple sores on skin (#___) (symptom)
C2129116  right-sided anosmia
C2129117  left-sided anosmia
C2129118  bilateral anosmia
C2129119  bilateral shoulder weakness
C2129123  right-sided hemiparesis not affecting the face
C2129124  left-sided hemiparesis not affecting the face
C2129181  upper chest pain on swallowing (symptom)
C2129182  mid-chest pain on swallowing (symptom)
C2129183  lower chest pain on swallowing (symptom)
C2129184  nausea during episodes of abdominal pain (symptom)
C2129188  sudden onset of abdominal swelling
C2129189  gradually progressive abdominal swelling (symptom)
C2129190  abdominal swelling gradually progressive over ___ hours
C2129191  abdominal swelling interfering with breathing (symptom)
C2129192  abdominal pain increasing in frequency
C2129193  abdominal pain radiation to chest
C2129194  abdominal pain radiating to substernal region (symptom)
C2129195  abdominal pain radiating to right anterior chest
C2129196  abdominal pain radiating to left anterior chest (symptom)
C2129197  abdominal pain radiating to the chest right lateral
C2129198  abdominal pain radiating to left lateral chest
C2129199  abdominal pain feels like pressure or fullness
C2129200  abdominal tightness or squeezing (symptom)
C2129201  abdominal pain started / intensified by empty stomach
C2129202  onset of abdominal pain unrelated to meals (symptom)
C2129203  abdominal pain initiated or exacerbated by taking medication (symptom)
C2129204  abdominal pain worsening through day (symptom)
C2129205  abdominal pain onset not consistently related to known factor
C2129206  abdominal pain initiated or exacerbated by spicy foods
C2129207  abdominal pain initiated or exacerbated by citrus foods
C2129208  abdominal pain initiated or exacerbated by tomato products
C2129209  abdominal pain relieved by lying down
C2129210  abdominal pain gradually resolves spontaneously (symptom)
C2129212  excessive gas after anti-reflux surgery
C2129217  rectal pain worsens after prolonged sitting (symptom)
C2129218  rectal itching at night (symptom)
C2129219  drowsiness when sitting quietly or reading (symptom)
C2129220  drowsiness affecting work (symptom)
C2129221  lower back pain radiating
C2129222  lower back pain radiating to the buttocks
C2129223  lower back pain radiating to right buttock
C2129224  lower back pain radiating to left buttock (symptom)
C2129225  lower back pain radiating to both buttocks
C2129259  lower back pain radiating to the medial right ankle
C2129260  lower back pain radiating to the lateral right ankle
C2129261  lower back pain radiating to the medial left ankle
C2129262  lower back pain radiating to the lateral left ankle
C2129263  lower back pain worse in the morning
C2129264  lower back pain worse with driving
C2129265  lower back pain worsens when going from sitting to standing
C2129266  lower back pain relieved by leaning backward (symptom)
C2129279  muscle spasm in the mid lower back
C2129280  lower back pain muscle spasm bilateral
C2129281  lower back pain radiating to ankle
C2129282  lower back pain radiating to foot
C2129283  lower back pain radiating to toe
C2129284  lower back pain radiating to toe of right foot
C2129285  lower back pain radiating to great toe of right foot
C2129286  lower back pain radiating to second toe of right foot (symptom)
C2129287  lower back pain radiating to third toe of right foot (symptom)
C2129288  lower back pain radiating to fourth toe of right foot (symptom)
C2129289  lower back pain radiating to fifth toe of right foot (symptom)
C2129290  lower back pain radiating to toes of left foot (symptom)
C2129291  lower back pain radiating to great toe of left foot
C2129292  lower back pain radiating to second toe of left foot (symptom)
C2129293  lower back pain radiating to third toe of left foot
C2129294  lower back pain radiating to fourth toe of left foot
C2129295  lower back pain radiating to fifth toe of left foot
C2129296  likelihood to fall asleep during day by Epworth scale (symptom)
C2129297  likelihood of falling asleep during the day while sitting and reading
C2129298  likelihood of falling asleep during the day while watching television
C2129299  likelihood of falling asleep during the day while sitting inactive in a public place
C2129300  likelihood of falling asleep during the day as a passenger in a car for an extended time
C2129301  likelihood of falling asleep during the day while lying down to rest in the afternoon
C2129302  likelihood fall asleep while sitting talking to someone (0-3
C2129303  likelihood of falling asleep during the day in a car while stopped in traffic
C2129304  likelihood fall asleep during day total epworth score (symptom)
C2129319  sharp abdominal pain (symptom)
C2129320  abdominal pain negatively influenced by urination
C2129321  abdominal pain negatively influenced by bowel movement (symptom)
C2129322  abdominal pain relieved by urination
C2129328  limping in right leg (symptom)
C2129329  limping in left leg (symptom)
C2129330  anxiety with persistent worry about recurrent panic attacks (symptom)
C2129332  unreasonable fear of man-made heights
C2129347  unreasonable fear of injury related events
C2129348  unreasonable fear of seeing blood (symptom)
C2129349  unreasonable fear of seeing an injury (symptom)
C2129350  unreasonable fear of needle insertion (symptom)
C2129351  unreasonable fear of invasive medical procedure (symptom)
C2129406  weakness in limb causing difficulty lifting
C2129407  weakness in limb causing difficulty lifting more than specified weight
C2129408  weakness in limb causing difficulty lifting above waist level (symptom)
C2129409  weakness in limb causes difficulty lifting above shoulder level (symptom)
C2129420  neck pain increased by head movement bending to right (symptom)
C2129421  neck pain increased by head movement bending to left
C2129422  neck pain increased by head movement turning to right (symptom)
C2129423  neck pain increased by head movement turning to left (symptom)
C2129424  neck pain increased by sneezing
C2129425  neck pain relieved by bending head backward
C2129426  lower posterior neck pain extending into shoulder (symptom)
C2129427  neck pain relieved by bending head to right
C2129428  neck pain relieved by bending head to left
C2129429  neck pain relieved by turning head
C2129430  neck pain relieved by turning head to right
C2129431  neck pain relieved by turning head to left (symptom)
C2129432  lower posterior neck pain extending to tip of shoulder
C2129433  neck pain increased by upright activity (symptom)
C2129440  neck pain relieved by immobilizing head (symptom)
C2129453  lower back pain midline
C2129454  lower back pain right of midline
C2129455  lower back pain left of midline
C2129456  midline low back pain worse with movement (symptom)
C2129457  midline lower back pain unchanged with movement
C2129458  midline lower back pain improves with movement
C2129465  lower back pain worsens during storms (symptom)
C2129466  lower back pain worsens before storms (symptom)
C2129467  lower back pain worsens with cold temperatures
C2129486  lower back pain relieved by medication
C2129487  lower back pain relieved by bracing (symptom)
C2129488  lower back pain relieved by heat (symptom)
C2129489  lower back pain relieved by ice (symptom)
C2129490  lower back pain relieved by firm mattress (symptom)
C2129491  lower back pain relieved by softer mattress (symptom)
C2129492  lower back pain relieved by waterbed (symptom)
C2129493  lower back pain relieved by an alternative medicine approach
C2129502  lower back pain started suddenly with lifting (___ lbs)
C2129503  lower back pain started suddenly with bending
C2129504  lower back pain started suddenly with twisting (symptom)
C2129505  lower back pain started suddenly while at work (symptom)
C2129508  lower back pain worsens with driving over rough terrain (symptom)
C2129515  lower back pain no longer radiates (symptom)
C2129516  lower back pain radiating to legs after walking specified number of blocks
C2129517  lower back pain radiating to groin (symptom)
C2129518  lower back pain radiating to right groin (symptom)
C2129519  lower back pain radiating to left groin
C2129520  lower back pain radiating to both groins
C2129521  right lower back pain at the sacroiliac joint
C2129522  left lower back pain at the sacroiliac joint
C2129525  numbness on front of right thigh toward outer side (symptom)
C2129526  numbness on front of left thigh toward outer side (symptom)
C2129533  factors relieving muscle cramps in thigh
C2129534  muscle cramps in thigh relieved by medication (symptom)
C2129535  muscle cramps in thigh relieved by massage
C2129536  thigh cramping relieved by heat
C2129537  muscle cramps in thigh relieved by ice (symptom)
C2129538  thigh cramping relieved by stretching
C2129539  muscle cramps in thigh relieved by ice cream (symptom)
C2129540  muscle tightness in the thigh
C2129541  posterior thigh tightness
C2129542  anterior thigh tightness
C2129543  medial thigh tightness
C2129552  calf muscle cramps especially in hot weather
C2129553  factors relieving muscle cramps in calf (symptom)
C2129554  muscle cramps in calf relieved by medication (symptom)
C2129555  muscle cramps in calf relieved by massage (symptom)
C2129556  calf muscle cramps relieved by heat
C2129557  calf muscle cramps relieved by ice
C2129558  muscle cramps in calf relieved by stretching (symptom)
C2129559  muscle cramps in calf relieved by ice cream (symptom)
C2129560  factors relieving muscle cramps in feet
C2129561  muscle cramps in feet relieved by medication
C2129562  foot muscle cramps relieved by massage
C2129563  muscle cramps in feet relieved by heat
C2129564  foot muscle cramps relieved by ice
C2129565  foot muscle cramps relieved by stretching
C2129566  muscle cramps in feet relieved by ice cream
C2129607  numbness of right second and third toes
C2129608  numbness of right fourth and fifth toes (symptom)
C2129609  numbness of left second and third toes (symptom)
C2129610  numbness of left fourth and fifth toes
C2129616  lower back pain worsens when sleeping on back
C2129617  lower back pain worsens when sleeping on stomach (symptom)
C2129622  lower back pain worsens during exercise
C2129623  lower back pain worsens after exercise (symptom)
C2129637  red streaking going up limb
C2129638  red streaking going up right hand
C2129639  red streaking going up left hand (symptom)
C2129640  red streaking going up right arm
C2129641  red streaking going up left arm (symptom)
C2129642  red streaking going up right foot (symptom)
C2129643  red streaking going up left foot
C2129644  red streaking going up right leg (symptom)
C2129645  red streaking going up left leg (symptom)
C2129652  itching in the legs
C2129655  vulvar itching on the right
C2129656  vulvar itching on the left
C2130046  factors leaving neck pain unchanged
C2130047  neck pain unchanged by bending head backward (symptom)
C2130048  neck pain unchanged by bending head forward
C2130049  neck pain unchanged by bending head to right (symptom)
C2130050  neck pain unchanged by bending head to left (symptom)
C2130051  neck pain unchanged by turning head
C2130052  neck pain unchanged by turning head to right
C2130053  neck pain unchanged by turning head to left (symptom)
C2130054  neck pain unchanged by immobilizing head
C2130101  unchanged lower back pain (symptom)
C2130102  lower back pain is unchanged in the morning
C2130103  lower back pain unchanged with coughing or sneezing (symptom)
C2130104  lower back pain unchanged w/ straining during bowel movement
C2130105  lower back pain unchanged with sitting
C2130106  lower back pain unchanged with sitting in a car (symptom)
C2130107  lower back pain unchanged with driving
C2130108  lower back pain unchanged with driving over rough terrain
C2130109  lower back pain unchanged when going from sitting to standing (symptom)
C2130110  lower back pain unchanged with standing
C2130111  lower back pain unchanged with walking (symptom)
C2130112  lower back pain unchanged during exercise
C2130113  lower back pain unchanged after exercise (symptom)
C2130114  lower back pain unchanged with stooping
C2130115  lower back pain unchanged with bending (symptom)
C2130116  lower back pain unchanged with bending forward
C2130117  lower back pain unchanged with bending backward (symptom)
C2130118  lower back pain unchanged with bending to right
C2130119  lower back pain unchanged with bending to left (symptom)
C2130120  lower back pain unchanged with lifting (___ lbs)
C2130121  lower back pain unchanged with turning (symptom)
C2130122  lower back pain unchanged by lying down (symptom)
C2130123  lower back pain unchanged when sleeping on back (symptom)
C2130124  lower back pain unchanged when sleeping on stomach
C2130125  lower back pain unchanged when putting on shoes
C2130126  lower back pain unchanged when putting on right shoe
C2130127  lower back pain unchanged when putting on left shoe
C2130128  lower back pain unchanged when putting on both shoes (symptom)
C2130129  lower back pain unchanged during storms (symptom)
C2130130  lower back pain unchanged before storms
C2130131  lower back pain unchanged with cold temperatures (symptom)
C2130132  neck pain relieved by putting arm over head
C2130133  dizziness upon turning head
C2130136  lower back pain present upon awakening (symptom)
C2130141  lower back pain started suddenly during sports activity (symptom)
C2130142  lower back pain start suddenly after motor vehicle accident (symptom)
C2130143  neck pain started suddenly with lifting
C2130144  neck pain started suddenly with bending (symptom)
C2130145  neck pain started suddenly with twisting
C2130146  neck pain started suddenly while at work
C2130147  neck pain started suddenly during sports activity
C2130148  neck pain started suddenly after motor vehicle accident (symptom)
C2130182  vulvar pain on the right
C2130183  vulvar pain on the left
C2130189  deformity of toenail causing pain (symptom)
C2130190  burning sensation between first and second toes of right foot
C2130191  burning sensation between second and third toes of right foot (symptom)
C2130192  burning sensation between fourth and fifth toes of right foot
C2130193  burning sensation between first and second toes of left foot (symptom)
