C0000731  ABDOMINAL DISTENTION
C2131154  skin papule within left armpit (symptom)
C2131155  skin papule within both armpits (symptom)
C2131156  skin papule on upper extremities (symptom)
C2131157  skin papule on upper arms
C2131158  skin papule on right upper arm
C2131159  skin papule on left upper arm
C2131160  skin papule on both upper arms (symptom)
C2131161  skin papule on elbows
C2131162  skin papule on right elbow (symptom)
C2131163  skin papule on right elbow medially
C2131164  skin papule on right elbow laterally (symptom)
C2131165  skin papule on right elbow anteriorly (symptom)
C2131166  skin papule on right elbow posteriorly
C2131167  skin papule on left elbow
C2131168  skin papule on left elbow medially (symptom)
C2131169  skin papule on left elbow laterally
C2131170  skin papule on left elbow anteriorly (symptom)
C2131171  skin papule on left elbow posteriorly (symptom)
C2131172  skin papule on both elbows
C2131173  skin papule on both elbows medially
C2131174  skin papule on both elbows laterally (symptom)
C2131175  skin papule on both elbows anteriorly
C2131176  skin papule on both elbows posteriorly (symptom)
C2131177  skin papule on forearm (symptom)
C2131178  skin papule on right forearm
C2131179  skin papule on right proximal forearm
C2131180  skin papule on right distal forearm
C2131181  skin papule on right anterior forearm
C2131182  skin papule on right posterior forearm (symptom)
C2131183  skin papule on right ulnar forearm (symptom)
C2131184  skin papule on right radial forearm
C2131185  skin papule on left forearm
C2131186  skin papule on left proximal forearm
C2131187  skin papule on left distal forearm (symptom)
C2131188  skin papule on left anterior forearm
C2131189  skin papule on left posterior forearm
C2131190  skin papule on left ulnar forearm (symptom)
C2131191  skin papule on left radial forearm
C2131192  skin papule on wrist (symptom)
C2131193  skin papule on right wrist (symptom)
C2131194  skin papule on right anterior wrist (symptom)
C2131195  skin papule on right posterior wrist
C2131196  skin papule on right ulnar wrist (symptom)
C2131197  skin papule on right radial wrist
C2131198  skin papule on left wrist
C2131199  skin papule on left anterior wrist
C2131200  skin papule on left posterior wrist (symptom)
C2131201  skin papule on left ulnar wrist (symptom)
C2131202  skin papule on left radial wrist (symptom)
C2131203  skin papule on both wrists (symptom)
C2131204  skin papule on both anterior wrists
C2131205  skin papule on both posterior wrists (symptom)
C2131206  skin papule on both ulnar wrists (symptom)
C2131207  skin papule on both radial wrists (symptom)
C2131208  skin papule on hand (symptom)
C2131209  skin papule on right hand (symptom)
C2131210  skin papule on right dorsal hand
C2131211  skin papule on palm of right hand (symptom)
C2131212  skin papule on left hand
C2131213  skin papule on left dorsal hand (symptom)
C2131214  skin papule on palm of left hand
C2131215  skin papule on both hands
C2131216  skin papule on both dorsal hands
C2131217  skin papule on palms of both hands
C2131218  skin papule on fingers (symptom)
C2131219  skin papule on right thumb (symptom)
C2131220  skin papule of proximal right thumb (symptom)
C2131221  skin papule of distal right thumb (symptom)
C2131222  skin papule of palmar aspect of right thumb (symptom)
C2131223  skin papule of dorsal aspect of right thumb
C2131224  skin papule of medial aspect of right thumb (symptom)
C2131225  skin papule of lateral aspect of right thumb (symptom)
C2131226  skin papule of index finger of right hand
C2131227  skin papule of proximal index finger of right hand
C2131228  skin papule of distal index finger of right hand
C2131229  skin papule of palmar aspect of index finger of right hand (symptom)
C2131230  skin papule of dorsal aspect of index finger of right hand
C2131231  skin papule of medial aspect of index finger of right hand (symptom)
C2131232  skin papule of lateral aspect of index finger of right hand (symptom)
C2131233  skin papule of middle finger of right hand
C2131234  skin papule of proximal middle finger of right hand (symptom)
C2131235  skin papule of distal middle finger of right hand (symptom)
C2131236  skin papule of palmar aspect of middle finger of right hand
C2131237  skin papule of dorsal aspect of middle finger of right hand
C2131238  skin papule of medial aspect of middle finger of right hand (symptom)
C2131239  skin papule of lateral aspect of middle finger of right hand
C2131240  skin papule of ring finger of right hand
C2131241  skin papule of proximal ring finger of right hand (symptom)
C2131242  skin papule of distal ring finger of right hand
C2131243  skin papule of palmar aspect of ring finger of right hand (symptom)
C2131244  skin papule of dorsal aspect of ring finger of right hand (symptom)
C2131245  skin papule of medial aspect of ring finger of right hand
C2131246  skin papule of lateral aspect of ring finger of right hand (symptom)
C2131247  skin papule of little finger of right hand (symptom)
C2131248  skin papule of proximal little finger of right hand (symptom)
C2131249  skin papule of distal little finger of right hand
C2131250  skin papule of palmar aspect of little finger of right hand (symptom)
C2131251  skin papule of dorsal aspect of little finger of right hand (symptom)
C2131252  skin papule of medial aspect of little finger of right hand (symptom)
C2131253  skin papule of lateral aspect of little finger of right hand
C2131254  skin papule of left thumb
C2131255  skin papule of proximal left thumb (symptom)
C2131256  skin papule of distal left thumb (symptom)
C2131257  skin papule of palmar aspect of left thumb
C2131258  skin papule of dorsal aspect of left thumb (symptom)
C2131259  skin papule of medial aspect of left thumb (symptom)
C2131260  skin papule of lateral aspect of left thumb
C2131261  skin papule of index finger of left hand
C2131262  skin papule of proximal index finger of left hand
C2131263  skin papule of distal index finger of left hand (symptom)
C2131264  skin papule of palmar aspect of index finger of left hand (symptom)
C2131265  skin papule of dorsal aspect of index finger of left hand
C2131266  skin papule of medial aspect of index finger of left hand
C2131267  skin papule of lateral aspect of index finger of left hand
C2131268  skin papule of middle finger of left hand
C2131269  skin papule of proximal middle finger of left hand
C2131270  skin papule of distal middle finger of left hand (symptom)
C2131271  skin papule of palmar aspect of middle finger of left hand (symptom)
C2131272  skin papule of dorsal aspect of middle finger of left hand
C2131273  skin papule of medial aspect of middle finger of left hand (symptom)
C2131274  skin papule of lateral aspect of middle finger of left hand (symptom)
C2131275  skin papule of ring finger of left hand
C2131276  skin papule of proximal ring finger of left hand
C2131277  skin papule of distal ring finger of left hand (symptom)
C2131278  skin papule of palmar aspect of ring finger of left hand (symptom)
C2131279  skin papule of dorsal aspect of ring finger of left hand
C2131280  skin papule of medial aspect of ring finger of left hand
C2131281  skin papule of lateral aspect of ring finger left hand
C2131282  skin papule of little finger of left hand (symptom)
C2131283  skin papule of proximal little finger of left hand
C2131284  skin papule of distal little finger of left hand (symptom)
C2131285  skin papule of palmar aspect of little finger of left hand (symptom)
C2131286  skin papule of dorsal aspect of little finger of left hand (symptom)
C2131287  skin papule of medial aspect of little finger of left hand (symptom)
C2131288  skin papule of lateral aspect of little finger of left hand
C2131289  skin papule of multiple fingers of both hands
C2131290  skin papule involving knuckles (symptom)
C2131291  skin papule sparing knuckles (symptom)
C2131292  skin papule around fingernails (symptom)
C2131293  skin papule of trunk (symptom)
C2131294  skin papule of breast (symptom)
C2131295  skin papule of right breast
C2131296  skin papule of right upper outer breast
C2131297  skin papule of right lower outer breast
C2131298  skin papule of right upper inner breast (symptom)
C2131299  skin papule of right lower inner breast
C2131300  skin papule of left breast (symptom)
C2131301  skin papule of left upper outer breast
C2131302  skin papule of left lower outer breast
C2131303  skin papule of left upper inner breast
C2131304  skin papule of left lower inner breast (symptom)
C2131305  skin papule of chest
C2131306  skin papule of right upper chest (symptom)
C2131307  skin papule of left upper chest (symptom)
C2131308  skin papule of right lower chest (symptom)
C2131309  skin papule of left lower chest
C2131310  skin papule of entire chest
C2131311  skin papule of abdomen (symptom)
C2131312  skin papule of right upper abdomen (symptom)
C2131313  skin papule of left upper abdomen
C2131314  skin papule of right lower abdomen (symptom)
C2131315  skin papule of left lower abdomen (symptom)
C2131316  skin papule of middle abdomen
C2131317  skin papule of entire abdomen (symptom)
C2131318  skin papule of back (symptom)
C2131319  skin papule of right upper back
C2131320  skin papule of left upper back (symptom)
C2131321  skin papule of right lower back
C2131322  skin papule of left lower back
C2131323  skin papule of mid back (symptom)
C2131324  skin papule of upper entire back (symptom)
C2131325  skin papule of groin
C2131326  skin papule of right side of groin (symptom)
C2131327  skin papule of left side of groin
C2131328  skin papule of entire groin area
C2131329  skin papule localized in diaper area
C2131330  skin papule localized in diaper area in front (symptom)
C2131331  skin papule localized in diaper area involving buttocks (symptom)
C2131332  skin papule of vulva
C2131333  skin papule of right side of vulva (symptom)
C2131334  skin papule of left side of vulva (symptom)
C2131335  skin papule of entire area of vulva (symptom)
C2131336  skin papule of buttocks (symptom)
C2131337  skin papule of right buttock (symptom)
C2131338  skin papule of left buttock
C2131339  skin papule of midline buttocks
C2131340  skin papule of both buttocks (symptom)
C2131341  skin papule of intragluteal cleft (symptom)
C2131342  skin papule of perianal region (symptom)
C2131343  skin papule of lower extremities
C2131344  skin papule of thigh (symptom)
C2131345  skin papule of right thigh
C2131346  skin papule of anterior aspect of right thigh (symptom)
C2131347  skin papule of posterior aspect of right thigh (symptom)
C2131348  skin papule of medial aspect of right thigh (symptom)
C2131349  skin papule of lateral aspect of right thigh
C2131350  skin papule of left thigh
C2131351  skin papule of anterior aspect of left thigh (symptom)
C2131352  skin papule of posterior aspect of left thigh (symptom)
C2131353  skin papule of medial aspect of left thigh
C2131354  skin papule of lateral aspect of left thigh (symptom)
C2131355  skin papule of both thighs (symptom)
C2131356  skin papule of anterior aspect of both thighs (symptom)
C2131357  skin papule of posterior aspect of both thighs (symptom)
C2131358  skin papule of medial aspect of both thighs
C2131359  skin papule of lateral aspect of both thighs (symptom)
C2131360  skin papule of knee (symptom)
C2131361  skin papule of right knee
C2131362  skin papule of anterior aspect of right knee (symptom)
C2131363  skin papule of posterior aspect of right knee (symptom)
C2131364  skin papule of medial aspect of right knee (symptom)
C2131365  skin papule of lateral aspect of right knee (symptom)
C2131366  skin papule of left knee
C2131367  skin papule of anterior aspect of left knee (symptom)
C2131368  skin papule of posterior aspect of left knee
C2131369  skin papule of medial aspect of left knee
C2131370  skin papule of lateral aspect of left knee (symptom)
C2131371  skin papule of both knees (symptom)
C2131372  skin papule of anterior aspect of both knees
C2131373  skin papule of posterior aspect of both knees (symptom)
C2131374  skin papule of medial aspect of both knees
C2131375  skin papule of lateral aspect of both knees (symptom)
C2131376  skin papule of shin (symptom)
C2131377  skin papule of right shin
C2131378  skin papule of left shin
C2131379  skin papule of both shins
C2131380  skin papule of calf (symptom)
C2131381  skin papule of right calf (symptom)
C2131382  skin papule of left calf (symptom)
C2131383  skin papule of both calves (symptom)
C2131384  skin papule of ankle
C2131385  skin papule of right ankle
C2131386  skin papule of anterior aspect of right ankle (symptom)
C2131387  skin papule of posterior aspect of right ankle (symptom)
C2131388  skin papule of medial aspect of right ankle
C2131389  skin papule of lateral aspect of right ankle (symptom)
C2131390  skin papule of left ankle
C2131391  skin papule of anterior aspect of left ankle (symptom)
C2131392  skin papule of posterior aspect of left ankle
C2131393  skin papule of medial aspect of left ankle (symptom)
C2131394  skin papule of lateral aspect of left ankle (symptom)
C2131395  skin papule of both ankles (symptom)
C2131396  skin papule of anterior aspect of both ankles
C2131397  skin papule of posterior aspect of both ankles (symptom)
C2131398  skin papule of medial aspect of both ankles (symptom)
C2131399  skin papule of lateral aspect of both ankles
C2131400  skin papule of foot (symptom)
C2131401  skin papule of right foot
C2131402  skin papule of dorsal aspect of right foot (symptom)
C2131403  skin papule of sole of right foot
C2131404  skin papule of medial aspect of right foot
C2131405  skin papule of lateral aspect of right foot
C2131406  skin papules of right foot with moccasin distribution
C2131407  skin papule of left foot (symptom)
C2131408  skin papule of dorsal aspect of left foot
C2131409  skin papule of sole of left foot
C2131410  skin papule of medial aspect of left foot
C2131411  skin papule of lateral aspect of left foot
C2131412  skin papules of left foot with moccasin distribution (symptom)
C2131413  skin papule of both feet (symptom)
C2131414  skin papule of dorsal aspect of both feet (symptom)
C2131415  skin papule of soles of both feet
C2131416  skin papule of medial aspect of both feet (symptom)
C2131417  skin papule of lateral aspect of both feet (symptom)
C2131418  skin papules of both feet with moccasin distribution
C2131419  skin papule of toe
C2131420  skin papule of toe of right foot
C2131421  skin papule of great toe of right foot (symptom)
C2131422  skin papule of second toe of right foot (symptom)
C2131423  skin papule of third toe of right foot
C2131424  skin papule of fourth toe of right foot (symptom)
C2131425  skin papule of little toe of right foot
C2131426  skin papule of toes of left foot (symptom)
C2131427  skin papule of great toe of left foot (symptom)
C2131428  skin papule of second toe of left foot (symptom)
C2131429  skin papule of third toe of left foot (symptom)
C2131430  skin papule of fourth toe of left foot (symptom)
C2131431  skin papule of little toe of left foot
C2131432  skin papule between toes
C2131433  skin papule between toes of right foot
C2131434  skin papule between toes of left foot (symptom)
C2131435  skin papule between toes of both feet (symptom)
C2131436  skin plaque shape [as symptom]
C2131437  skin plaque circular in shape [as symptom]
C2131438  skin plaque coin-shaped [as symptom]
C2131439  skin plaque circular in shape at site of tick bite [as symptom]
C2131440  skin plaque lacy [as symptom]
C2131441  skin plaque polygonal [as symptom]
C2131442  skin plaques generalized including palms and soles [as symptom]
C2131443  skin plaques generalized excluding palms and soles [as symptom]
C2131444  generalized skin plaques including interior of nose (symptom)
C2131445  generalized skin plaques including interior of mouth (symptom)
C2131446  generalized skin plaques including interior of genitalia
C2131447  generalized skin plaques including interior of rectum (symptom)
C2131448  skin plaque localized to [as symptom]
C2131449  skin plaque of scalp (symptom)
C2131450  skin plaque of anterior aspect of scalp (symptom)
C2131451  skin plaque of top of scalp (symptom)
C2131452  skin plaque of right lateral aspect of scalp
C2131453  skin plaque of left lateral aspect of scalp
C2131454  skin plaque of posterior aspect of scalp
C2131455  skin plaque of scalp at hair line (symptom)
C2131456  skin plaque of ear
C2131457  skin plaque of right ear
C2131458  skin plaque of left ear (symptom)
C2131459  skin plaque of face (symptom)
C2131460  skin plaque of forehead
C2131461  skin plaque of right side of forehead (symptom)
C2131462  skin plaque of left side of forehead
C2131463  skin plaque of entire forehead (symptom)
C2131464  skin plaque between forehead and ear (symptom)
C2131465  skin plaque between forehead and right ear (symptom)
C2131466  skin plaque between forehead and left ear (symptom)
C2131467  skin plaque between forehead and both ears (symptom)
C2131468  skin plaque of cheek (symptom)
C2131469  skin plaque of right cheek (symptom)
C2131470  skin plaque of left cheek
C2131471  skin plaque of both cheeks (symptom)
C2131472  skin plaque of junction of nose and cheek
C2131473  skin plaque of junction of nose and right cheek
C2131474  skin plaque of junction of nose and left cheek
C2131475  skin plaque of junction of nose and both cheeks
C2131476  skin plaque of nose
C2131477  skin plaque of right side of nose
C2131478  skin plaque of left side of nose
C2131479  skin plaque of both sides of nose
C2131480  skin plaque of area around mouth
C2131481  skin plaque of area around right side of mouth (symptom)
C2131482  skin plaque of area around left side of mouth
C2131483  skin plaque of area around both sides of mouth (symptom)
C2131484  skin plaque of around nose and mouth
C2131485  skin plaque of around nose and mouth on right side
C2131486  skin plaque of around nose and mouth on left side (symptom)
C2131487  skin plaque of around nose and mouth on both sides (symptom)
C2131488  skin plaque of lip
C2131489  skin plaque of skin of lip (symptom)
C2131490  skin plaque of vermilion border of lip (symptom)
C2131491  skin plaque of upper lip
C2131492  skin plaque of right side of upper lip
C2131493  skin plaque of left side of upper lip (symptom)
C2131494  skin plaque of both sides of upper lip (symptom)
C2131495  skin plaque of lower lip (symptom)
C2131496  skin plaque of right side of lower lip
C2131497  skin plaque of left side of lower lip (symptom)
C2131498  skin plaque of both sides of lower lip (symptom)
C2131499  skin plaque of chin
C2131500  skin plaque of right side of chin
C2131501  skin plaque of left side of chin (symptom)
C2131502  skin plaque of both sides of chin (symptom)
C2131503  skin plaque of jawline (symptom)
C2131504  skin plaque of jawline on right side (symptom)
C2131505  skin plaque of jawline on left side (symptom)
C2131506  skin plaque of jawline on both sides
C2131507  skin plaque of neck
C2131508  skin plaque of right side of neck
C2131509  skin plaque of anterior aspect of right side of neck
C2131510  skin plaque of posterior aspect of right side of neck (symptom)
C2131511  skin plaque of left side of neck (symptom)
C2131512  skin plaque of anterior aspect of left side of neck (symptom)
C2131513  skin plaque of posterior aspect of left side of neck (symptom)
C2131514  skin plaque of both sides of neck
C2131515  skin plaque of anterior aspect of both sides of neck (symptom)
C2131516  skin plaque of posterior aspect of both sides of neck
C2131517  skin plaque of shoulder (symptom)
C2131518  skin plaque of right shoulder (symptom)
C2131519  skin plaque of anterior aspect of right shoulder
C2131520  skin plaque of top of right shoulder (symptom)
C2131521  skin plaque of posterior aspect of right shoulder (symptom)
C2131522  skin plaque of left shoulder
C2131523  skin plaque of anterior aspect of left shoulder (symptom)
C2131524  skin plaque of top of left shoulder (symptom)
C2131525  skin plaque of posterior aspect of left shoulder
C2131526  skin plaque of both shoulders (symptom)
C2131527  skin plaque of anterior aspect of both shoulders (symptom)
C2131528  skin plaque of top of both shoulders (symptom)
C2131529  skin plaque of posterior aspect of both shoulders (symptom)
C2131530  skin plaque of armpit (symptom)
C2131531  skin plaque of axillary vault
C2131532  skin plaque of axillary fold (symptom)
C2131533  skin plaque of anterior axillary fold (symptom)
C2131534  skin plaque of posterior axillary fold (symptom)
C2131535  skin plaque of right armpit (symptom)
C2131536  skin plaque of left armpit (symptom)
C2131537  skin plaque of both armpits (symptom)
C2131538  skin plaque of upper extremity
C2131539  skin plaque of upper arm (symptom)
C2131540  skin plaque of right upper arm (symptom)
C2131541  skin plaque of left upper arm (symptom)
C2131542  skin plaque of both upper arms (symptom)
C2131543  skin plaque of elbow (symptom)
C2131544  skin plaque of right elbow
C2131545  skin plaque of medial aspect of right elbow
C2131546  skin plaque of lateral aspect of right elbow
C2131547  skin plaque of anterior aspect of right elbow
C2131548  skin plaque of posterior aspect of right elbow (symptom)
C2131549  skin plaque of left elbow (symptom)
C2131550  skin plaque of medial aspect of left elbow (symptom)
C2131551  skin plaque of lateral aspect of left elbow
C2131552  skin plaque of anterior aspect of left elbow (symptom)
C2131553  skin plaque of posterior aspect of left elbow
C2131554  skin plaque of both elbows
C2131555  skin plaque of medial aspect of both elbows (symptom)
C2131556  skin plaque of lateral aspect of both elbows
C2131557  skin plaque of anterior aspect of both elbows
C2131558  skin plaque of posterior aspect of both elbows
C2131559  skin plaque of forearms (symptom)
C2131560  skin plaque of right forearm
C2131561  skin plaque of proximal right forearm (symptom)
C2131562  skin plaque of distal right forearm
C2131563  skin plaque of anterior aspect of right forearm (symptom)
C2131564  skin plaque of posterior aspect of right forearm
C2131565  skin plaque of ulnar aspect of right forearm (symptom)
C2131566  skin plaque of radial aspect of right forearm (symptom)
C2131567  skin plaque of left forearm (symptom)
C2131568  skin plaque of proximal left forearm
C2131569  skin plaque of distal left forearm (symptom)
C2131570  skin plaque of anterior aspect of left forearm
C2131571  skin plaque of posterior aspect of left forearm (symptom)
C2131572  skin plaque of ulnar aspect of left forearm (symptom)
C2131573  skin plaque of radial aspect of left forearm
C2131574  skin plaque of wrist (symptom)
C2131575  skin plaque of right wrist (symptom)
C2131576  skin plaque of anterior aspect of right wrist (symptom)
C2131577  skin plaque of posterior aspect of right wrist (symptom)
C2131578  skin plaque of ulnar aspect of right wrist (symptom)
C2131579  skin plaque of radial aspect of right wrist
C2131580  skin plaque of left wrist
C2131581  skin plaque of anterior aspect of left wrist
C2131582  skin plaque of posterior aspect of left wrist (symptom)
C2131583  skin plaque of ulnar aspect of left wrist (symptom)
C2131584  skin plaque of radial aspect of left wrist
C2131585  skin plaque of both wrists
C2131586  skin plaque of anterior aspect of both wrists
C2131587  skin plaque of posterior aspect of both wrists
C2131588  skin plaque of ulnar aspect of both wrists (symptom)
C2131589  skin plaque of radial aspect of both wrists (symptom)
C2131590  skin plaque of hands (symptom)
C2131591  skin plaque of right hands (symptom)
C2131592  skin plaque of dorsal aspect of right hand (symptom)
C2131593  skin plaque of palmar aspect of right hand (symptom)
C2131594  skin plaque of left hand (symptom)
C2131595  skin plaque of dorsal aspect of left hand (symptom)
C2131596  skin plaque of palmar aspect of left hand (symptom)
C2131597  skin plaque of both hands
C2131598  skin plaque of dorsal aspect of both hands (symptom)
C2131599  skin plaque of palmar aspect of both hands (symptom)
C2131600  skin plaque of finger
C2131601  skin plaque of right thumb
C2131602  skin plaque of proximal right thumb (symptom)
C2131603  skin plaque of distal right thumb
C2131604  skin plaque of palmar aspect of right thumb (symptom)
C2131605  skin plaque of dorsal aspect of right thumb (symptom)
C2131606  skin plaque of medial aspect of right thumb
C2131607  skin plaque of lateral aspect of right thumb
C2131608  skin plaque of index finger of right hand
C2131609  skin plaque of proximal index finger of right hand
C2131610  skin plaque of distal index finger of right hand (symptom)
C2131611  skin plaque of palmar aspect of index finger of right hand
C2131612  skin plaque of dorsal aspect of index finger of right hand
C2131613  skin plaque of medial aspect of index finger of right hand
C2131614  skin plaque of lateral aspect of index finger of right hand (symptom)
C2131615  skin plaque of middle finger of right hand (symptom)
C2131616  skin plaque of proximal middle finger of right hand (symptom)
C2131617  skin plaque of distal middle finger of right hand (symptom)
C2131618  skin plaque of palmar aspect of middle finger of right hand (symptom)
C2131619  skin plaque of dorsal aspect of middle finger of right hand (symptom)
C2131620  skin plaque of medial aspect of middle finger of right hand (symptom)
C2131621  skin plaque of lateral aspect of middle finger of right hand
C2131622  skin plaque of ring finger of right hand
C2131623  skin plaque of proximal ring finger of right hand
C2131624  skin plaque of distal ring finger of right hand (symptom)
C2131625  skin plaque of palmar aspect of ring finger of right hand (symptom)
C2131626  skin plaque of dorsal aspect of ring finger of right hand (symptom)
C2131627  skin plaque of medial aspect of ring finger of right hand (symptom)
C2131628  skin plaque of lateral aspect of ring finger of right hand (symptom)
C2131629  skin plaque of little finger of right hand (symptom)
C2131630  skin plaque of proximal little finger of right hand (symptom)
C2131631  skin plaque of distal little finger of right hand (symptom)
C2131632  skin plaque of palmar aspect of little finger of right hand (symptom)
C2131633  skin plaque of dorsal aspect of little finger of right hand (symptom)
C2131634  skin plaque of medial aspect of little finger of right hand (symptom)
C2131635  skin plaque of lateral aspect of little finger of right hand
C2131636  skin plaque of left thumb (symptom)
C2131637  skin plaque of proximal left thumb (symptom)
C2131638  skin plaque of distal left thumb
C2131639  skin plaque of palmar aspect of left thumb
C2131640  skin plaque of dorsal aspect of left thumb (symptom)
C2131641  skin plaque of medial aspect of left thumb
C2131642  skin plaque of lateral aspect of left thumb (symptom)
C2131643  skin plaque of index finger of left hand
C2131644  skin plaque of proximal index finger of left hand
C2131645  skin plaque of distal index finger of left hand (symptom)
C2131646  skin plaque of palmar aspect of index finger of left hand
C2131647  skin plaque of dorsal aspect of index finger of left hand (symptom)
C2131648  skin plaque of medial aspect of index finger of left hand
C2131649  skin plaque of lateral aspect of index finger of left hand (symptom)
C2131650  skin plaque of middle finger of left hand (symptom)
C2131651  skin plaque of proximal aspect of middle finger of left hand
C2131652  skin plaque of distal aspect of middle finger of left hand (symptom)
C2131653  skin plaque of palmar aspect of middle finger of left hand (symptom)
C2131654  skin plaque of dorsal aspect of middle finger of left hand (symptom)
C2131655  skin plaque of medial aspect of middle finger of left hand (symptom)
C2131656  skin plaque of lateral aspect of middle finger of left hand
C2131657  skin plaque of ring finger of left hand (symptom)
C2131658  skin plaque of proximal ring finger of left hand
C2131659  skin plaque of distal ring finger of left hand (symptom)
C2131660  skin plaque of palmar aspect of ring finger of left hand
C2131661  skin plaque of dorsal aspect of ring finger of left hand (symptom)
C2131662  skin plaque of medial aspect of ring finger of left hand (symptom)
C2131663  skin plaque of lateral aspect of ring finger of left hand (symptom)
C2131664  skin plaque of little finger of left hand
C2131665  skin plaque of proximal little finger of left hand
C2131666  skin plaque of distal little finger of left hand (symptom)
C2131667  skin plaque of palmar aspect of little finger of left hand (symptom)
C2131668  skin plaque of dorsal aspect of little finger of left hand (symptom)
C2131669  skin plaque of medial aspect of little finger of left hand
C2131670  skin plaque of lateral aspect of little finger of left hand (symptom)
C2131671  skin plaque of multiple fingers of both hands
C2131672  skin plaque involving knuckle (symptom)
C2131673  skin plaque sparing knuckle
C2131674  skin plaque around fingernail (symptom)
C2131675  skin plaque of trunk
C2131676  skin plaque of breast (symptom)
C2131677  skin plaque of right breast
C2131678  skin plaque of right upper outer breast (symptom)
C2131679  skin plaque of right lower outer breast (symptom)
C2131680  skin plaque of right upper inner breast (symptom)
C2131681  skin plaque of right lower inner breast (symptom)
C2131682  skin plaque of left breast
C2131683  skin plaque of left upper outer breast (symptom)
C2131684  skin plaque of left lower outer breast (symptom)
C2131685  skin plaque of left upper inner breast (symptom)
C2131686  skin plaque of left lower inner breast (symptom)
C2131687  skin plaque of chest (symptom)
C2131688  skin plaque of right upper chest (symptom)
C2131689  skin plaque of left upper chest (symptom)
C2131690  skin plaque of right lower chest (symptom)
C2131691  skin plaque of left lower chest (symptom)
C2131692  skin plaque of entire chest (symptom)
C2131693  skin plaque of abdomen (symptom)
C2131694  skin plaque of right upper abdomen (symptom)
C2131695  skin plaque of left upper abdomen (symptom)
C2131696  skin plaque of right lower abdomen (symptom)
C2131697  skin plaque of left lower abdomen (symptom)
C2131698  skin plaque of middle abdomen (symptom)
C2131699  skin plaque of entire abdomen (symptom)
C2131700  skin plaque of back
C2131701  skin plaque of right upper back (symptom)
C2131702  skin plaque of left upper back (symptom)
C2131703  skin plaque of right lower back
C2131704  skin plaque of left lower back (symptom)
C2131705  skin plaque of mid back
C2131706  skin plaque of entire upper back (symptom)
C2131707  skin plaque of groin (symptom)
C2131708  skin plaque of right side of groin
C2131709  skin plaque of left side of groin
C2131710  skin plaque of groin entire area (symptom)
C2131711  skin plaque of diaper area (symptom)
C2131712  skin plaque of diaper area in front (symptom)
C2131713  skin plaque of diaper area involving buttocks (symptom)
C2131714  skin plaque of vulva
C2131715  skin plaque of right side of vulva
C2131716  skin plaque of left side of vulva
C2131717  skin plaque of entire vulvar area
C2131718  skin plaque of buttocks
C2131719  skin plaque of right buttock
C2131720  skin plaque of left buttock (symptom)
C2131721  skin plaque of midline buttocks
C2131722  skin plaque of both buttocks (symptom)
C2131723  skin plaque of intragluteal cleft
C2131724  skin plaque of perianal region (symptom)
C2131725  skin plaque of thigh (symptom)
C2131726  skin plaque of right thigh
C2131727  skin plaque of anterior aspect of right thigh (symptom)
C2131728  skin plaque of posterior aspect of right thigh (symptom)
C2131729  skin plaque of medial aspect of right thigh
C2131730  skin plaque of lateral aspect of right thigh
C2131731  skin plaque of left thigh (symptom)
C2131732  skin plaque of anterior aspect of left thigh (symptom)
C2131733  skin plaque of posterior aspect of left thigh (symptom)
C2131734  skin plaque of medial aspect of left thigh (symptom)
C2131735  skin plaque of lateral aspect of left thigh
C2131736  skin plaque of both thighs
C2131737  skin plaque of anterior aspect of both thighs (symptom)
C2131738  skin plaque of posterior aspect of both thighs
C2131739  skin plaque of medial aspect of both thighs (symptom)
C2131740  skin plaque of lateral aspect of both thighs
C2131741  skin plaque of knee
C2131742  skin plaque of right knee
C2131743  skin plaque of anterior aspect of right knee (symptom)
C2131744  skin plaque of posterior aspect of right knee
C2131745  skin plaque of medial aspect of right knee (symptom)
C2131746  skin plaque of lateral aspect of right knee (symptom)
C2131747  skin plaque of left knee (symptom)
C2131748  skin plaque of anterior aspect of left knee (symptom)
C2131749  skin plaque of posterior aspect of left knee
C2131750  skin plaque of medial aspect of left knee
C2131751  skin plaque of lateral aspect of left knee
C2131752  skin plaque of both knees
C2131753  skin plaque of anterior aspect of both knees (symptom)
C2131754  skin plaque of posterior aspect of both knees (symptom)
C2131755  skin plaque of medial aspect of both knees
C2131756  skin plaque of lateral aspect of both knees
C2131757  skin plaque of shin
C2131758  skin plaque of right shin (symptom)
C2131759  skin plaque of left shin (symptom)
C2131760  skin plaque of both shins
C2131761  skin plaque of calf (symptom)
C2131762  skin plaque of right calf (symptom)
C2131763  skin plaque of left calf (symptom)
C2131764  skin plaque of both calves
C2131765  skin plaque of ankle
C2131766  skin plaque of right ankle (symptom)
C2131767  skin plaque of anterior aspect of right ankle (symptom)
C2131768  skin plaque of posterior aspect of right ankle (symptom)
C2131769  skin plaque of medial aspect of right ankle
C2131770  skin plaque of lateral aspect of right ankle
C2131771  skin plaque of left ankle (symptom)
C2131772  skin plaque of anterior aspect of left ankle (symptom)
C2131773  skin plaque of posterior aspect of left ankle (symptom)
C2131774  skin plaque of medial aspect of left ankle
C2131775  skin plaque of lateral aspect of left ankle
C2131776  skin plaque of both ankles (symptom)
C2131777  skin plaque of anterior aspect of both ankles
C2131778  skin plaque of posterior aspect of both ankles (symptom)
C2131779  skin plaque of medial aspect of both ankles
